Person ID,Party,Type,Vote
1A,democrat,crime,1
2A,republican,crime,1
3A,democrat,crime,0
4A,democrat,crime,0
5A,democrat,crime,0
6A,democrat,crime,0
7A,democrat,crime,0
8A,republican,crime,1
9A,democrat,crime,0
10A,republican,crime,1
11A,democrat,crime,0
12A,republican,crime,1
13A,democrat,crime,0
14A,republican,crime,1
15A,republican,crime,1
16A,republican,crime,1
17A,democrat,crime,0
18A,democrat,crime,0
19A,democrat,crime,0
20A,democrat,crime,0
21A,democrat,crime,1
22A,democrat,crime,0
23A,republican,crime,1
24A,republican,crime,1
25A,republican,crime,1
26A,republican,crime,1
27A,republican,crime,1
28A,republican,crime,1
29A,democrat,crime,0
30A,republican,crime,1
31A,republican,crime,1
32A,republican,crime,1
33A,democrat,crime,0
34A,republican,crime,1
35A,republican,crime,1
36A,democrat,crime,1
37A,democrat,crime,1
38A,democrat,crime,1
39A,democrat,crime,1
40A,republican,crime,1
41A,republican,crime,1
42A,republican,crime,1
43A,democrat,crime,1
44A,republican,crime,1
45A,republican,crime,1
46A,democrat,crime,1
47A,democrat,crime,0
48A,democrat,crime,0
49A,democrat,crime,0
50A,democrat,crime,0
51A,democrat,crime,1
52A,democrat,crime,0
53A,democrat,crime,1
54A,democrat,crime,1
55A,democrat,crime,0
56A,republican,crime,1
57A,democrat,crime,0
58A,democrat,crime,0
59A,republican,crime,1
60A,democrat,crime,0
61A,republican,crime,1
62A,republican,crime,1
63A,democrat,crime,1
64A,republican,crime,1
65A,republican,crime,1
66A,republican,crime,0
67A,democrat,crime,1
68A,democrat,crime,0
69A,republican,crime,1
70A,republican,crime,1
71A,republican,crime,1
72A,democrat,crime,1
73A,republican,crime,1
74A,democrat,crime,0
75A,republican,crime,1
76A,democrat,crime,0
77A,democrat,crime,1
78A,republican,crime,1
79A,republican,crime,1
80A,republican,crime,1
81A,democrat,crime,1
82A,democrat,crime,1
83A,democrat,crime,1
84A,republican,crime,1
85A,republican,crime,1
86A,republican,crime,1
87A,democrat,crime,1
88A,democrat,crime,1
89A,democrat,crime,0
90A,republican,crime,1
91A,democrat,crime,0
92A,democrat,crime,0
93A,democrat,crime,0
94A,democrat,crime,0
95A,democrat,crime,0
96A,democrat,crime,1
97A,democrat,crime,0
98A,democrat,crime,1
99A,democrat,crime,0
100A,democrat,crime,0
101A,democrat,crime,0
102A,republican,crime,1
103A,democrat,crime,0
104A,republican,crime,1
105A,democrat,crime,0
106A,democrat,crime,0
107A,republican,crime,1
108A,democrat,crime,0
109A,democrat,crime,0
110A,republican,crime,1
111A,republican,crime,1
112A,democrat,crime,1
113A,republican,crime,1
114A,democrat,crime,1
115A,republican,crime,1
116A,republican,crime,1
117A,republican,crime,1
118A,republican,crime,1
119A,republican,crime,1
120A,democrat,crime,0
121A,democrat,crime,0
122A,republican,crime,1
123A,democrat,crime,1
124A,democrat,crime,0
125A,democrat,crime,0
126A,republican,crime,1
127A,republican,crime,1
128A,democrat,crime,0
129A,republican,crime,1
130A,democrat,crime,0
131A,democrat,crime,1
132A,republican,crime,1
133A,democrat,crime,0
134A,democrat,crime,0
135A,democrat,crime,0
136A,democrat,crime,0
137A,republican,crime,1
138A,republican,crime,1
139A,democrat,crime,0
140A,democrat,crime,0
141A,republican,crime,1
142A,republican,crime,1
143A,republican,crime,1
144A,republican,crime,1
145A,republican,crime,1
146A,democrat,crime,1
147A,republican,crime,1
148A,democrat,crime,0
149A,democrat,crime,1
150A,democrat,crime,1
151A,democrat,crime,1
152A,republican,crime,1
153A,democrat,crime,0
154A,democrat,crime,1
155A,republican,crime,1
156A,republican,crime,1
157A,republican,crime,1
158A,republican,crime,1
159A,republican,crime,1
160A,republican,crime,1
161A,democrat,crime,1
162A,republican,crime,1
163A,democrat,crime,0
164A,democrat,crime,0
165A,republican,crime,1
166A,republican,crime,1
167A,democrat,crime,1
168A,democrat,crime,0
169A,democrat,crime,1
170A,democrat,crime,0
171A,republican,crime,1
172A,democrat,crime,1
173A,republican,crime,1
174A,democrat,crime,0
175A,republican,crime,1
176A,democrat,crime,0
177A,democrat,crime,0
178A,democrat,crime,1
179A,republican,crime,1
180A,republican,crime,1
181A,republican,crime,1
182A,democrat,crime,0
183A,republican,crime,1
184A,republican,crime,1
185A,republican,crime,1
186A,republican,crime,1
187A,democrat,crime,0
188A,republican,crime,1
189A,republican,crime,1
190A,republican,crime,1
191A,republican,crime,1
192A,republican,crime,1
193A,democrat,crime,0
194A,democrat,crime,0
195A,republican,crime,0
196A,republican,crime,1
197A,democrat,crime,1
198A,democrat,crime,0
199A,republican,crime,1
200A,republican,crime,1
201A,democrat,crime,1
202A,republican,crime,1
203A,republican,crime,1
204A,democrat,crime,0
205A,democrat,crime,1
206A,democrat,crime,1
207A,democrat,crime,0
208A,republican,crime,1
209A,democrat,crime,0
210A,democrat,crime,0
211A,republican,crime,1
212A,republican,crime,1
213A,republican,crime,1
214A,democrat,crime,1
215A,democrat,crime,1
216A,republican,crime,1
217A,republican,crime,1
218A,democrat,crime,0
219A,republican,crime,1
220A,democrat,crime,0
221A,republican,crime,1
222A,democrat,crime,0
223A,democrat,crime,0
224A,democrat,crime,0
225A,republican,crime,1
226A,democrat,crime,0
227A,democrat,crime,0
228A,democrat,crime,1
229A,democrat,crime,0
230A,republican,crime,1
231A,republican,crime,1
232A,democrat,crime,0
1A,democrat,duty-free-exports,1
2A,republican,duty-free-exports,0
3A,democrat,duty-free-exports,1
4A,democrat,duty-free-exports,1
5A,democrat,duty-free-exports,1
6A,democrat,duty-free-exports,1
7A,democrat,duty-free-exports,1
8A,republican,duty-free-exports,0
9A,democrat,duty-free-exports,1
10A,republican,duty-free-exports,0
11A,democrat,duty-free-exports,1
12A,republican,duty-free-exports,0
13A,democrat,duty-free-exports,1
14A,republican,duty-free-exports,0
15A,republican,duty-free-exports,0
16A,republican,duty-free-exports,0
17A,democrat,duty-free-exports,1
18A,democrat,duty-free-exports,0
19A,democrat,duty-free-exports,1
20A,democrat,duty-free-exports,0
21A,democrat,duty-free-exports,0
22A,democrat,duty-free-exports,1
23A,republican,duty-free-exports,0
24A,republican,duty-free-exports,0
25A,republican,duty-free-exports,0
26A,republican,duty-free-exports,0
27A,republican,duty-free-exports,0
28A,republican,duty-free-exports,0
29A,democrat,duty-free-exports,0
30A,republican,duty-free-exports,0
31A,republican,duty-free-exports,0
32A,republican,duty-free-exports,0
33A,democrat,duty-free-exports,1
34A,republican,duty-free-exports,0
35A,republican,duty-free-exports,0
36A,democrat,duty-free-exports,1
37A,democrat,duty-free-exports,0
38A,democrat,duty-free-exports,0
39A,democrat,duty-free-exports,0
40A,republican,duty-free-exports,0
41A,republican,duty-free-exports,0
42A,republican,duty-free-exports,0
43A,democrat,duty-free-exports,0
44A,republican,duty-free-exports,0
45A,republican,duty-free-exports,0
46A,democrat,duty-free-exports,0
47A,democrat,duty-free-exports,1
48A,democrat,duty-free-exports,1
49A,democrat,duty-free-exports,1
50A,democrat,duty-free-exports,0
51A,democrat,duty-free-exports,0
52A,democrat,duty-free-exports,0
53A,democrat,duty-free-exports,0
54A,democrat,duty-free-exports,0
55A,democrat,duty-free-exports,1
56A,republican,duty-free-exports,0
57A,democrat,duty-free-exports,1
58A,democrat,duty-free-exports,1
59A,republican,duty-free-exports,0
60A,democrat,duty-free-exports,1
61A,republican,duty-free-exports,0
62A,republican,duty-free-exports,0
63A,democrat,duty-free-exports,0
64A,republican,duty-free-exports,0
65A,republican,duty-free-exports,0
66A,republican,duty-free-exports,0
67A,democrat,duty-free-exports,0
68A,democrat,duty-free-exports,1
69A,republican,duty-free-exports,0
70A,republican,duty-free-exports,0
71A,republican,duty-free-exports,0
72A,democrat,duty-free-exports,1
73A,republican,duty-free-exports,0
74A,democrat,duty-free-exports,1
75A,republican,duty-free-exports,0
76A,democrat,duty-free-exports,1
77A,democrat,duty-free-exports,0
78A,republican,duty-free-exports,0
79A,republican,duty-free-exports,0
80A,republican,duty-free-exports,0
81A,democrat,duty-free-exports,1
82A,democrat,duty-free-exports,0
83A,democrat,duty-free-exports,0
84A,republican,duty-free-exports,0
85A,republican,duty-free-exports,1
86A,republican,duty-free-exports,1
87A,democrat,duty-free-exports,0
88A,democrat,duty-free-exports,0
89A,democrat,duty-free-exports,1
90A,republican,duty-free-exports,1
91A,democrat,duty-free-exports,1
92A,democrat,duty-free-exports,1
93A,democrat,duty-free-exports,1
94A,democrat,duty-free-exports,1
95A,democrat,duty-free-exports,1
96A,democrat,duty-free-exports,1
97A,democrat,duty-free-exports,1
98A,democrat,duty-free-exports,1
99A,democrat,duty-free-exports,1
100A,democrat,duty-free-exports,1
101A,democrat,duty-free-exports,1
102A,republican,duty-free-exports,0
103A,democrat,duty-free-exports,0
104A,republican,duty-free-exports,0
105A,democrat,duty-free-exports,0
106A,democrat,duty-free-exports,1
107A,republican,duty-free-exports,0
108A,democrat,duty-free-exports,1
109A,democrat,duty-free-exports,1
110A,republican,duty-free-exports,0
111A,republican,duty-free-exports,0
112A,democrat,duty-free-exports,1
113A,republican,duty-free-exports,0
114A,democrat,duty-free-exports,1
115A,republican,duty-free-exports,0
116A,republican,duty-free-exports,0
117A,republican,duty-free-exports,0
118A,republican,duty-free-exports,0
119A,republican,duty-free-exports,0
120A,democrat,duty-free-exports,1
121A,democrat,duty-free-exports,0
122A,republican,duty-free-exports,1
123A,democrat,duty-free-exports,1
124A,democrat,duty-free-exports,1
125A,democrat,duty-free-exports,1
126A,republican,duty-free-exports,0
127A,republican,duty-free-exports,0
128A,democrat,duty-free-exports,1
129A,republican,duty-free-exports,0
130A,democrat,duty-free-exports,0
131A,democrat,duty-free-exports,1
132A,republican,duty-free-exports,0
133A,democrat,duty-free-exports,1
134A,democrat,duty-free-exports,0
135A,democrat,duty-free-exports,0
136A,democrat,duty-free-exports,0
137A,republican,duty-free-exports,0
138A,republican,duty-free-exports,0
139A,democrat,duty-free-exports,0
140A,democrat,duty-free-exports,1
141A,republican,duty-free-exports,1
142A,republican,duty-free-exports,1
143A,republican,duty-free-exports,0
144A,republican,duty-free-exports,0
145A,republican,duty-free-exports,0
146A,democrat,duty-free-exports,0
147A,republican,duty-free-exports,0
148A,democrat,duty-free-exports,1
149A,democrat,duty-free-exports,1
150A,democrat,duty-free-exports,1
151A,democrat,duty-free-exports,1
152A,republican,duty-free-exports,1
153A,democrat,duty-free-exports,1
154A,democrat,duty-free-exports,1
155A,republican,duty-free-exports,0
156A,republican,duty-free-exports,0
157A,republican,duty-free-exports,0
158A,republican,duty-free-exports,0
159A,republican,duty-free-exports,0
160A,republican,duty-free-exports,0
161A,democrat,duty-free-exports,1
162A,republican,duty-free-exports,1
163A,democrat,duty-free-exports,0
164A,democrat,duty-free-exports,1
165A,republican,duty-free-exports,0
166A,republican,duty-free-exports,1
167A,democrat,duty-free-exports,1
168A,democrat,duty-free-exports,1
169A,democrat,duty-free-exports,0
170A,democrat,duty-free-exports,0
171A,republican,duty-free-exports,0
172A,democrat,duty-free-exports,0
173A,republican,duty-free-exports,0
174A,democrat,duty-free-exports,0
175A,republican,duty-free-exports,0
176A,democrat,duty-free-exports,1
177A,democrat,duty-free-exports,1
178A,democrat,duty-free-exports,1
179A,republican,duty-free-exports,0
180A,republican,duty-free-exports,0
181A,republican,duty-free-exports,0
182A,democrat,duty-free-exports,1
183A,republican,duty-free-exports,1
184A,republican,duty-free-exports,0
185A,republican,duty-free-exports,0
186A,republican,duty-free-exports,0
187A,democrat,duty-free-exports,1
188A,republican,duty-free-exports,1
189A,republican,duty-free-exports,0
190A,republican,duty-free-exports,1
191A,republican,duty-free-exports,0
192A,republican,duty-free-exports,0
193A,democrat,duty-free-exports,0
194A,democrat,duty-free-exports,0
195A,republican,duty-free-exports,0
196A,republican,duty-free-exports,0
197A,democrat,duty-free-exports,0
198A,democrat,duty-free-exports,1
199A,republican,duty-free-exports,0
200A,republican,duty-free-exports,0
201A,democrat,duty-free-exports,0
202A,republican,duty-free-exports,0
203A,republican,duty-free-exports,0
204A,democrat,duty-free-exports,0
205A,democrat,duty-free-exports,0
206A,democrat,duty-free-exports,1
207A,democrat,duty-free-exports,1
208A,republican,duty-free-exports,0
209A,democrat,duty-free-exports,1
210A,democrat,duty-free-exports,0
211A,republican,duty-free-exports,0
212A,republican,duty-free-exports,0
213A,republican,duty-free-exports,0
214A,democrat,duty-free-exports,0
215A,democrat,duty-free-exports,0
216A,republican,duty-free-exports,0
217A,republican,duty-free-exports,0
218A,democrat,duty-free-exports,0
219A,republican,duty-free-exports,0
220A,democrat,duty-free-exports,0
221A,republican,duty-free-exports,0
222A,democrat,duty-free-exports,0
223A,democrat,duty-free-exports,0
224A,democrat,duty-free-exports,0
225A,republican,duty-free-exports,0
226A,democrat,duty-free-exports,1
227A,democrat,duty-free-exports,1
228A,democrat,duty-free-exports,1
229A,democrat,duty-free-exports,1
230A,republican,duty-free-exports,0
231A,republican,duty-free-exports,0
232A,democrat,duty-free-exports,0
1A,democrat,export-administration-act-south-africa,1
2A,republican,export-administration-act-south-africa,1
3A,democrat,export-administration-act-south-africa,1
4A,democrat,export-administration-act-south-africa,1
5A,democrat,export-administration-act-south-africa,1
6A,democrat,export-administration-act-south-africa,1
7A,democrat,export-administration-act-south-africa,1
8A,republican,export-administration-act-south-africa,1
9A,democrat,export-administration-act-south-africa,1
10A,republican,export-administration-act-south-africa,0
11A,democrat,export-administration-act-south-africa,1
12A,republican,export-administration-act-south-africa,1
13A,democrat,export-administration-act-south-africa,1
14A,republican,export-administration-act-south-africa,0
15A,republican,export-administration-act-south-africa,1
16A,republican,export-administration-act-south-africa,0
17A,democrat,export-administration-act-south-africa,1
18A,democrat,export-administration-act-south-africa,1
19A,democrat,export-administration-act-south-africa,1
20A,democrat,export-administration-act-south-africa,1
21A,democrat,export-administration-act-south-africa,1
22A,democrat,export-administration-act-south-africa,1
23A,republican,export-administration-act-south-africa,0
24A,republican,export-administration-act-south-africa,0
25A,republican,export-administration-act-south-africa,1
26A,republican,export-administration-act-south-africa,1
27A,republican,export-administration-act-south-africa,1
28A,republican,export-administration-act-south-africa,0
29A,democrat,export-administration-act-south-africa,1
30A,republican,export-administration-act-south-africa,1
31A,republican,export-administration-act-south-africa,1
32A,republican,export-administration-act-south-africa,0
33A,democrat,export-administration-act-south-africa,1
34A,republican,export-administration-act-south-africa,1
35A,republican,export-administration-act-south-africa,1
36A,democrat,export-administration-act-south-africa,1
37A,democrat,export-administration-act-south-africa,0
38A,democrat,export-administration-act-south-africa,1
39A,democrat,export-administration-act-south-africa,1
40A,republican,export-administration-act-south-africa,0
41A,republican,export-administration-act-south-africa,1
42A,republican,export-administration-act-south-africa,0
43A,democrat,export-administration-act-south-africa,1
44A,republican,export-administration-act-south-africa,0
45A,republican,export-administration-act-south-africa,0
46A,democrat,export-administration-act-south-africa,1
47A,democrat,export-administration-act-south-africa,1
48A,democrat,export-administration-act-south-africa,1
49A,democrat,export-administration-act-south-africa,1
50A,democrat,export-administration-act-south-africa,1
51A,democrat,export-administration-act-south-africa,1
52A,democrat,export-administration-act-south-africa,1
53A,democrat,export-administration-act-south-africa,1
54A,democrat,export-administration-act-south-africa,1
55A,democrat,export-administration-act-south-africa,1
56A,republican,export-administration-act-south-africa,1
57A,democrat,export-administration-act-south-africa,1
58A,democrat,export-administration-act-south-africa,1
59A,republican,export-administration-act-south-africa,1
60A,democrat,export-administration-act-south-africa,1
61A,republican,export-administration-act-south-africa,0
62A,republican,export-administration-act-south-africa,1
63A,democrat,export-administration-act-south-africa,1
64A,republican,export-administration-act-south-africa,1
65A,republican,export-administration-act-south-africa,0
66A,republican,export-administration-act-south-africa,1
67A,democrat,export-administration-act-south-africa,1
68A,democrat,export-administration-act-south-africa,1
69A,republican,export-administration-act-south-africa,1
70A,republican,export-administration-act-south-africa,1
71A,republican,export-administration-act-south-africa,1
72A,democrat,export-administration-act-south-africa,1
73A,republican,export-administration-act-south-africa,1
74A,democrat,export-administration-act-south-africa,1
75A,republican,export-administration-act-south-africa,1
76A,democrat,export-administration-act-south-africa,1
77A,democrat,export-administration-act-south-africa,1
78A,republican,export-administration-act-south-africa,0
79A,republican,export-administration-act-south-africa,0
80A,republican,export-administration-act-south-africa,0
81A,democrat,export-administration-act-south-africa,1
82A,democrat,export-administration-act-south-africa,1
83A,democrat,export-administration-act-south-africa,1
84A,republican,export-administration-act-south-africa,1
85A,republican,export-administration-act-south-africa,1
86A,republican,export-administration-act-south-africa,1
87A,democrat,export-administration-act-south-africa,1
88A,democrat,export-administration-act-south-africa,1
89A,democrat,export-administration-act-south-africa,1
90A,republican,export-administration-act-south-africa,1
91A,democrat,export-administration-act-south-africa,1
92A,democrat,export-administration-act-south-africa,1
93A,democrat,export-administration-act-south-africa,1
94A,democrat,export-administration-act-south-africa,1
95A,democrat,export-administration-act-south-africa,1
96A,democrat,export-administration-act-south-africa,1
97A,democrat,export-administration-act-south-africa,1
98A,democrat,export-administration-act-south-africa,1
99A,democrat,export-administration-act-south-africa,1
100A,democrat,export-administration-act-south-africa,1
101A,democrat,export-administration-act-south-africa,1
102A,republican,export-administration-act-south-africa,1
103A,democrat,export-administration-act-south-africa,1
104A,republican,export-administration-act-south-africa,1
105A,democrat,export-administration-act-south-africa,1
106A,democrat,export-administration-act-south-africa,1
107A,republican,export-administration-act-south-africa,1
108A,democrat,export-administration-act-south-africa,1
109A,democrat,export-administration-act-south-africa,1
110A,republican,export-administration-act-south-africa,1
111A,republican,export-administration-act-south-africa,0
112A,democrat,export-administration-act-south-africa,1
113A,republican,export-administration-act-south-africa,1
114A,democrat,export-administration-act-south-africa,1
115A,republican,export-administration-act-south-africa,1
116A,republican,export-administration-act-south-africa,1
117A,republican,export-administration-act-south-africa,1
118A,republican,export-administration-act-south-africa,1
119A,republican,export-administration-act-south-africa,1
120A,democrat,export-administration-act-south-africa,1
121A,democrat,export-administration-act-south-africa,1
122A,republican,export-administration-act-south-africa,1
123A,democrat,export-administration-act-south-africa,1
124A,democrat,export-administration-act-south-africa,1
125A,democrat,export-administration-act-south-africa,1
126A,republican,export-administration-act-south-africa,0
127A,republican,export-administration-act-south-africa,0
128A,democrat,export-administration-act-south-africa,1
129A,republican,export-administration-act-south-africa,1
130A,democrat,export-administration-act-south-africa,1
131A,democrat,export-administration-act-south-africa,1
132A,republican,export-administration-act-south-africa,0
133A,democrat,export-administration-act-south-africa,1
134A,democrat,export-administration-act-south-africa,1
135A,democrat,export-administration-act-south-africa,1
136A,democrat,export-administration-act-south-africa,1
137A,republican,export-administration-act-south-africa,1
138A,republican,export-administration-act-south-africa,1
139A,democrat,export-administration-act-south-africa,1
140A,democrat,export-administration-act-south-africa,1
141A,republican,export-administration-act-south-africa,1
142A,republican,export-administration-act-south-africa,0
143A,republican,export-administration-act-south-africa,1
144A,republican,export-administration-act-south-africa,1
145A,republican,export-administration-act-south-africa,0
146A,democrat,export-administration-act-south-africa,1
147A,republican,export-administration-act-south-africa,1
148A,democrat,export-administration-act-south-africa,1
149A,democrat,export-administration-act-south-africa,1
150A,democrat,export-administration-act-south-africa,1
151A,democrat,export-administration-act-south-africa,1
152A,republican,export-administration-act-south-africa,1
153A,democrat,export-administration-act-south-africa,1
154A,democrat,export-administration-act-south-africa,1
155A,republican,export-administration-act-south-africa,1
156A,republican,export-administration-act-south-africa,1
157A,republican,export-administration-act-south-africa,0
158A,republican,export-administration-act-south-africa,0
159A,republican,export-administration-act-south-africa,0
160A,republican,export-administration-act-south-africa,0
161A,democrat,export-administration-act-south-africa,1
162A,republican,export-administration-act-south-africa,0
163A,democrat,export-administration-act-south-africa,1
164A,democrat,export-administration-act-south-africa,1
165A,republican,export-administration-act-south-africa,1
166A,republican,export-administration-act-south-africa,1
167A,democrat,export-administration-act-south-africa,0
168A,democrat,export-administration-act-south-africa,1
169A,democrat,export-administration-act-south-africa,1
170A,democrat,export-administration-act-south-africa,1
171A,republican,export-administration-act-south-africa,0
172A,democrat,export-administration-act-south-africa,1
173A,republican,export-administration-act-south-africa,1
174A,democrat,export-administration-act-south-africa,1
175A,republican,export-administration-act-south-africa,0
176A,democrat,export-administration-act-south-africa,1
177A,democrat,export-administration-act-south-africa,1
178A,democrat,export-administration-act-south-africa,1
179A,republican,export-administration-act-south-africa,0
180A,republican,export-administration-act-south-africa,1
181A,republican,export-administration-act-south-africa,1
182A,democrat,export-administration-act-south-africa,1
183A,republican,export-administration-act-south-africa,1
184A,republican,export-administration-act-south-africa,1
185A,republican,export-administration-act-south-africa,0
186A,republican,export-administration-act-south-africa,1
187A,democrat,export-administration-act-south-africa,1
188A,republican,export-administration-act-south-africa,1
189A,republican,export-administration-act-south-africa,1
190A,republican,export-administration-act-south-africa,1
191A,republican,export-administration-act-south-africa,0
192A,republican,export-administration-act-south-africa,0
193A,democrat,export-administration-act-south-africa,1
194A,democrat,export-administration-act-south-africa,1
195A,republican,export-administration-act-south-africa,0
196A,republican,export-administration-act-south-africa,1
197A,democrat,export-administration-act-south-africa,0
198A,democrat,export-administration-act-south-africa,1
199A,republican,export-administration-act-south-africa,1
200A,republican,export-administration-act-south-africa,1
201A,democrat,export-administration-act-south-africa,0
202A,republican,export-administration-act-south-africa,1
203A,republican,export-administration-act-south-africa,1
204A,democrat,export-administration-act-south-africa,1
205A,democrat,export-administration-act-south-africa,1
206A,democrat,export-administration-act-south-africa,0
207A,democrat,export-administration-act-south-africa,0
208A,republican,export-administration-act-south-africa,1
209A,democrat,export-administration-act-south-africa,1
210A,democrat,export-administration-act-south-africa,1
211A,republican,export-administration-act-south-africa,0
212A,republican,export-administration-act-south-africa,1
213A,republican,export-administration-act-south-africa,1
214A,democrat,export-administration-act-south-africa,1
215A,democrat,export-administration-act-south-africa,0
216A,republican,export-administration-act-south-africa,0
217A,republican,export-administration-act-south-africa,1
218A,democrat,export-administration-act-south-africa,1
219A,republican,export-administration-act-south-africa,1
220A,democrat,export-administration-act-south-africa,1
221A,republican,export-administration-act-south-africa,1
222A,democrat,export-administration-act-south-africa,1
223A,democrat,export-administration-act-south-africa,1
224A,democrat,export-administration-act-south-africa,1
225A,republican,export-administration-act-south-africa,1
226A,democrat,export-administration-act-south-africa,1
227A,democrat,export-administration-act-south-africa,1
228A,democrat,export-administration-act-south-africa,1
229A,democrat,export-administration-act-south-africa,1
230A,republican,export-administration-act-south-africa,1
231A,republican,export-administration-act-south-africa,1
232A,democrat,export-administration-act-south-africa,1
